label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76
3,0.0,0.0,0.0,-1.031542181968689,-0.13417838513851166,0.1503329873085022,-1.0359623432159424,-0.5262904167175293,0.27842092514038086,-1.0970373153686523,-0.6687406301498413,0.2926342785358429,-1.2699048519134521,-0.6927574872970581,0.3676111698150635,-0.7937226891517639,-0.33290165662765503,0.7478883266448975,-0.6526503562927246,-0.40272223949432373,0.6026667952537537,-0.5302860736846924,-0.10822394490242004,0.5782430768013,-0.42305639386177063,0.14091157913208008,0.6526140570640564,-0.35065561532974243,-0.3956183195114136,0.9508728384971619,-0.3054923713207245,-0.4466806650161743,0.5299319624900818,-0.26333725452423096,-0.12151918560266495,0.46596798300743103,-0.21972066164016724,0.12905721366405487,0.6512048244476318,0.18079420924186707,-0.49721845984458923,1.1426833868026733,0.24015478789806366,-0.6100410223007202,0.7507514953613281,0.23192448914051056,-0.3281272053718567,0.8494386076927185,0.13719405233860016,-0.08210008591413498,1.1038753986358643,0.5926982760429382,-0.6263625621795654,1.1848984956741333,0.766215980052948,-0.732312798500061,1.1339181661605835,0.936044454574585,-0.8215557932853699,1.047713041305542,0.982876718044281,-0.9433867335319519,1.0148072242736816,0.8620270490646362,0.56172114610672,0.47760072350502014,0.827239990234375,1.1676040887832642,0.3623177111148834,-3.204564094543457,-2.080209732055664,-1.5906352996826172,0.5233670473098755,-1.8223508596420288,-0.5463660955429077,0.8585711717605591,-0.5010738372802734
3,0.0,0.0,0.0,-1.020036220550537,-0.15929830074310303,0.16374993324279785,-1.0208395719528198,-0.5506470799446106,0.30815693736076355,-1.0776258707046509,-0.6822190284729004,0.326997846364975,-1.2471028566360474,-0.6967571377754211,0.40163302421569824,-0.778531014919281,-0.31742313504219055,0.7413444519042969,-0.6204577684402466,-0.3916111886501312,0.5949165225028992,-0.506523072719574,-0.09869988262653351,0.577348530292511,-0.4014383852481842,0.14474530518054962,0.6533657312393188,-0.34313634037971497,-0.3680024743080139,0.9332264065742493,-0.27275508642196655,-0.428200900554657,0.5105565786361694,-0.24431896209716797,-0.10914923250675201,0.44229447841644287,-0.2079119235277176,0.13556309044361115,0.6161683797836304,0.185127854347229,-0.4629826545715332,1.1021580696105957,0.27613091468811035,-0.5893101692199707,0.7002819776535034,0.25576987862586975,-0.30919456481933594,0.7626548409461975,0.1481589823961258,-0.06588763743638992,0.9925763607025146,0.6022103428840637,-0.5891857743263245,1.1206560134887695,0.7874331474304199,-0.6998815536499023,1.0576530694961548,0.9654384255409241,-0.7878764271736145,0.935792088508606,1.0236375331878662,-0.9102541208267212,0.8761875629425049,0.8656105399131775,0.5370737910270691,0.47112011909484863,0.8320201635360718,1.1590673923492432,0.3623177111148834,-3.204564094543457,-2.080209732055664,-1.5906352996826172,0.5233670473098755,-1.8223508596420288,-0.5325829982757568,0.8244159817695618,-0.7090195417404175
3,0.0,0.0,0.0,-0.8997606635093689,1.4712440967559814,-0.27723848819732666,-0.9603099822998047,1.5050880908966064,-0.6976935863494873,-1.0638923645019531,1.4069957733154297,-0.9120678901672363,-1.2495646476745605,1.3084867000579834,-1.134920597076416,-0.8733114004135132,1.4083951711654663,-1.3524993658065796,-0.36774787306785583,1.430368185043335,-1.266394019126892,-0.3417454659938812,1.2807579040527344,-1.2466801404953003,-0.3873593509197235,1.19765305519104,-1.2576237916946411,-0.3724996745586395,1.2209281921386719,-1.6755142211914062,0.008975982666015625,1.290191411972046,-1.3057950735092163,-0.05008292198181152,1.161178469657898,-1.1084741353988647,-0.12105667591094971,1.0842212438583374,-1.1089199781417847,0.1387736201286316,1.0542974472045898,-1.9694393873214722,0.41017818450927734,1.1390461921691895,-1.5833640098571777,0.38951489329338074,1.048967719078064,-1.2439748048782349,0.2474193423986435,1.0107380151748657,-1.0584218502044678,0.49514585733413696,0.9119418263435364,-2.021569013595581,0.7104358673095703,0.9676668047904968,-1.9500138759613037,0.835644543170929,0.9170947074890137,-1.7249245643615723,0.8918057680130005,0.9189313650131226,-1.5533194541931152,0.965440034866333,-0.02035374380648136,0.0705886259675026,0.18120227754116058,0.32631823420524597,0.3623177111148834,0.31205493211746216,0.48072075843811035,0.628679633140564,0.5233670473098755,0.7696335911750793,0.19419848918914795,-0.5602187514305115,0.3245633840560913
3,0.0,0.0,0.0,-0.8019829988479614,0.16186632215976715,-0.7239907383918762,-0.7833925485610962,-0.0016497968463227153,-0.7190604209899902,-0.8587644696235657,-0.17972926795482635,-0.6535634398460388,-1.108806848526001,-0.2468709647655487,-0.5509663224220276,-0.2622876763343811,-0.2692391276359558,-0.6346740126609802,0.13949276506900787,0.23714035749435425,-0.44020774960517883,-0.06203259527683258,0.4521430432796478,-0.2536364495754242,-0.20014475286006927,0.5139843821525574,-0.18211999535560608,0.29642677307128906,-0.33044275641441345,-0.5335497260093689,0.5113513469696045,0.247799351811409,-0.40701720118522644,0.1629624217748642,0.4303290843963623,-0.400325208902359,-0.009115137159824371,0.47423338890075684,-0.47646626830101013,0.7437649369239807,-0.30670374631881714,-0.2969483435153961,0.947486162185669,0.16530507802963257,-0.4711066782474518,0.6748297214508057,0.34801533818244934,-0.5963388085365295,0.32859888672828674,0.4391685724258423,-0.6432318091392517,0.9509891271591187,-0.2576446235179901,0.11324594169855118,1.2971718311309814,-0.17892472445964813,-0.27770936489105225,1.6172147989273071,-0.15062305331230164,-0.444947749376297,1.7809337377548218,-0.13078448176383972,-0.4997742772102356,0.6175116896629333,-1.832945466041565,-1.5272228717803955,-1.2671434879302979,0.1770537942647934,0.3623177111148834,0.31205493211746216,0.48072075843811035,0.628679633140564,0.5233670473098755,0.7696335911750793,-0.5324833393096924,0.8862256407737732,-0.6422187685966492
3,0.0,0.0,0.0,-0.8854340314865112,0.09158600121736526,-0.7074012756347656,-0.8668785691261292,-0.10545295476913452,-0.6752046346664429,-0.9178130030632019,-0.2723279893398285,-0.5789810419082642,-1.1430308818817139,-0.33610841631889343,-0.45031917095184326,-0.41433385014533997,-0.3265650272369385,-0.6004229784011841,0.00905036274343729,0.1420295387506485,-0.33558112382888794,-0.13776783645153046,0.35912397503852844,-0.1094803586602211,-0.24144065380096436,0.4388795793056488,-0.021301720291376114,0.11481808871030807,-0.4036403298377991,-0.4603361189365387,0.37955722212791443,0.14342109858989716,-0.22993148863315582,0.12702982127666473,0.2999204099178314,-0.1509796380996704,-0.005030351225286722,0.3374437987804413,-0.20531083643436432,0.5815854072570801,-0.38841572403907776,-0.16866534948349,0.87889164686203,-0.007854676805436611,-0.1598661094903946,0.8526963591575623,0.0842396691441536,-0.2995007634162903,0.7282939553260803,0.09789758920669556,-0.4728461802005768,0.8243871331214905,-0.3472069203853607,0.29070377349853516,1.1836801767349243,-0.27237939834594727,0.04501364752650261,1.5088562965393066,-0.25431063771247864,-0.13154877722263336,1.6942784786224365,-0.26761892437934875,-0.2571415305137634,0.6235266327857971,-1.8822616338729858,-1.5855093002319336,-1.1905713081359863,0.2197204977273941,0.3623177111148834,0.31205493211746216,0.48072075843811035,0.628679633140564,0.5233670473098755,0.7696335911750793,-0.6060602068901062,1.0457514524459839,-0.4754727780818939
3,0.0,0.0,0.0,-0.8497738838195801,-0.14621292054653168,-0.3995456397533417,-0.8143008351325989,-0.3733948767185211,-0.34049755334854126,-0.8563222289085388,-0.5199439525604248,-0.286946177482605,-1.0594617128372192,-0.5648868083953857,-0.20078450441360474,-0.38103002309799194,-0.4712907373905182,-0.0889478474855423,-0.004565180279314518,-0.06485751271247864,-0.007966149598360062,-0.021891307085752487,0.1924426257610321,0.12894050776958466,-0.09840058535337448,0.37932220101356506,0.2823491096496582,0.13657787442207336,-0.4843396246433258,0.11055319756269455,0.42693546414375305,-0.08313977718353271,0.08541988581418991,0.27357202768325806,0.17058047652244568,0.12264379113912582,0.10324030369520187,0.3514785170555115,0.2533126473426819,0.5789498090744019,-0.46392256021499634,0.4296468198299408,0.8786897659301758,-0.18242771923542023,0.19513823091983795,0.8650223016738892,0.05438459664583206,0.14708426594734192,0.6594290137290955,0.23562471568584442,0.2920052111148834,0.8293502330780029,-0.4401457607746124,0.8240787982940674,1.1363307237625122,-0.4323781728744507,0.7462342977523804,1.4405360221862793,-0.4336034059524536,0.7384478449821472,1.582137942314148,-0.4513087272644043,0.7760472893714905,0.8173853158950806,-1.7677079439163208,-1.3747835159301758,-0.8940722346305847,0.6649805903434753,0.3623177111148834,0.31205493211746216,0.48072075843811035,0.628679633140564,0.5233670473098755,0.7696335911750793,-0.7078490853309631,1.0422980785369873,-0.5499286651611328
3,0.0,0.0,0.0,-0.8013672828674316,-0.17047438025474548,-0.4082567095756531,-0.7881222367286682,-0.3900110721588135,-0.3768877685070038,-0.8434464335441589,-0.5406315922737122,-0.34499895572662354,-1.0513594150543213,-0.5878362059593201,-0.2754414975643158,-0.3999346196651459,-0.4765591323375702,-0.14254792034626007,0.013348345644772053,-0.1137000173330307,-0.09417777508497238,-0.013701137155294418,0.15049004554748535,0.022853702306747437,-0.11176420748233795,0.3521057069301605,0.17981423437595367,0.12204007804393768,-0.4890361726284027,0.04654379189014435,0.43069636821746826,-0.11821256577968597,-0.02494608424603939,0.26718395948410034,0.14197637140750885,-0.023418676108121872,0.06856829673051834,0.3348473906517029,0.11178771406412125,0.5701788663864136,-0.4699360430240631,0.3523143231868744,0.8830879926681519,-0.2107783704996109,0.11145912110805511,0.879853367805481,0.02178756520152092,0.027199314907193184,0.6549686789512634,0.20726361870765686,0.16833347082138062,0.8207430839538574,-0.4570220708847046,0.7455826997756958,1.1355617046356201,-0.4577704966068268,0.6898044943809509,1.435761570930481,-0.47198426723480225,0.6650587916374207,1.5668710470199585,-0.500698447227478,0.6922250390052795,0.8364607095718384,-1.5911978483200073,-1.266714334487915,-0.7777239680290222,0.7102108001708984,0.3623177111148834,0.31205493211746216,0.48072075843811035,-1.5906352996826172,0.5233670473098755,-0.09436118602752686,-0.8816587924957275,0.9068232178688049,-0.5197666883468628
3,0.0,0.0,0.0,-0.8161240220069885,-0.19572164118289948,-0.4648897349834442,-0.8022579550743103,-0.4449268877506256,-0.4159452021121979,-0.8567796945571899,-0.5894980430603027,-0.3860355615615845,-1.047621726989746,-0.6371158361434937,-0.312206894159317,-0.4017217755317688,-0.4617519676685333,-0.11795832216739655,0.02347336895763874,-0.15981115400791168,-0.08970610052347183,-0.01058105006814003,0.10759410262107849,0.034048039466142654,-0.11763016134500504,0.312644898891449,0.2047470360994339,0.12980997562408447,-0.4786068797111511,0.08327877521514893,0.41836053133010864,-0.14999845623970032,-0.01358679961413145,0.26566118001937866,0.11539734899997711,-0.006415688432753086,0.06740022450685501,0.30837029218673706,0.1494264453649521,0.5814265608787537,-0.46449014544487,0.38445770740509033,0.8687333464622498,-0.24390506744384766,0.131644606590271,0.8889535665512085,-0.01198492106050253,0.03470044210553169,0.6809985041618347,0.17204000055789948,0.17399300634860992,0.8371455073356628,-0.4626179039478302,0.7519320249557495,1.1242493391036987,-0.4751816987991333,0.7133251428604126,1.4115585088729858,-0.4869326651096344,0.6672486066818237,1.5288519859313965,-0.5147736072540283,0.6729485988616943,0.8718026876449585,-1.3763008117675781,-1.1685278415679932,-0.6240444183349609,0.8025758862495422,0.3623177111148834,0.31205493211746216,0.48072075843811035,-1.5906352996826172,0.5233670473098755,-0.09436118602752686,-0.9200356006622314,0.9316979050636292,-0.42438557744026184
3,0.0,0.0,0.0,-0.8534190058708191,-0.32988011837005615,-0.3755626082420349,-0.8236744403839111,-0.5956109166145325,-0.2923809289932251,-0.8645963668823242,-0.7222277522087097,-0.2903638780117035,-1.0231094360351562,-0.7523853778839111,-0.22180935740470886,-0.4332580268383026,-0.42706334590911865,0.14788247644901276,-0.07437323778867722,-0.29526156187057495,0.08070418983697891,-0.08664300292730331,-0.010920609347522259,0.19772395491600037,-0.14699742197990417,0.20403510332107544,0.3734690546989441,0.07712417840957642,-0.4198443293571472,0.359703004360199,0.32131120562553406,-0.28806501626968384,0.045596301555633545,0.20931565761566162,0.011171582154929638,0.06361919641494751,0.06385630369186401,0.22276966273784637,0.28867483139038086,0.5511184930801392,-0.4365372061729431,0.6053844690322876,0.8162948489189148,-0.39690926671028137,0.21023237705230713,0.8470717072486877,-0.12939074635505676,0.22091785073280334,0.661937952041626,0.0763353556394577,0.45843738317489624,0.8519919514656067,-0.47824233770370483,0.8240313529968262,1.0833719968795776,-0.5376988053321838,0.7615885138511658,1.2932730913162231,-0.5793052911758423,0.6834966540336609,1.3617262840270996,-0.6617425084114075,0.6604925990104675,0.8797748684883118,-0.46689966320991516,-0.30666154623031616,0.31930604577064514,1.0349887609481812,0.3623177111148834,-3.204564094543457,-2.080209732055664,-1.5906352996826172,0.5233670473098755,-1.8223508596420288,-0.9991596341133118,0.9761672019958496,-0.265970915555954
3,0.0,0.0,0.0,-0.8686344027519226,-0.37789130210876465,-0.19277577102184296,-0.8232328295707703,-0.6333633661270142,-0.10758765041828156,-0.8638390302658081,-0.7485871911048889,-0.1210276260972023,-1.0026313066482544,-0.7769094109535217,-0.07296984642744064,-0.4065227806568146,-0.38074666261672974,0.33691295981407166,-0.12385765463113785,-0.31476032733917236,0.24437490105628967,-0.14304395020008087,-0.028755441308021545,0.3291972577571869,-0.18950918316841125,0.19552981853485107,0.48562172055244446,0.09530402719974518,-0.3572794198989868,0.5371509790420532,0.27600404620170593,-0.3042604625225067,0.17744584381580353,0.1691649705171585,0.001965612405911088,0.17527993023395538,0.04455944895744324,0.22619205713272095,0.3940827250480652,0.56871098279953,-0.3774053752422333,0.7493039965629578,0.7873003482818604,-0.40501001477241516,0.32697057723999023,0.8034718036651611,-0.13563081622123718,0.3527275025844574,0.629960298538208,0.07804439216852188,0.6019135117530823,0.8755613565444946,-0.42840123176574707,0.8988046050071716,1.1044273376464844,-0.5232501029968262,0.8578405380249023,1.3122432231903076,-0.5764503479003906,0.7950257062911987,1.3819241523742676,-0.6678087115287781,0.7750272750854492,0.8938068151473999,-0.07802911102771759,0.020516494289040565,0.5278425812721252,1.12173330783844,0.3623177111148834,-3.204564094543457,-2.080209732055664,-1.5906352996826172,0.5233670473098755,-1.8223508596420288,-0.939517080783844,0.869800865650177,-0.38482993841171265
