0.809745, 0.580588, -0.000001
0.804833, 0.576683, -0.000001
0.803329, 0.573182, -0.000001
0.803329, 0.573182, -0.000001
0.804640, 0.572786, -0.000001
0.804640, 0.572786, -0.000001
0.804886, 0.566885, -0.000001
0.804886, 0.566885, -0.000001
0.806389, 0.570475, -0.000001
0.806389, 0.570475, -0.000001
0.807705, 0.560317, -0.000001
0.807705, 0.560317, -0.000001
0.798523, 0.551311, -0.000001
0.798523, 0.551311, -0.000001
0.803336, 0.555380, -0.000001
0.803336, 0.555380, -0.000001
0.803117, 0.555283, -0.000001
0.803117, 0.555283, -0.000001
0.804365, 0.555672, -0.000001
0.804365, 0.555672, -0.000001
0.802588, 0.557734, -0.000001
0.802588, 0.557734, -0.000001
0.803693, 0.552804, -0.000001
0.803693, 0.552804, -0.000001
0.802191, 0.556353, -0.000001
0.802191, 0.556353, -0.000001
0.801875, 0.553137, -0.000001
0.801875, 0.553137, -0.000001
0.800977, 0.568091, -0.000001
0.800977, 0.568091, -0.000001
0.795586, 0.566875, -0.000001
0.795586, 0.566875, -0.000001
0.787357, 0.564690, -0.000001
0.787357, 0.564690, -0.000001
0.784036, 0.566368, -0.000001
0.784036, 0.566368, -0.000001
0.776130, 0.564851, -0.000001
0.776130, 0.564851, -0.000001
0.767397, 0.561063, -0.000001
0.767397, 0.561063, -0.000001
0.764346, 0.563284, -0.000001
0.764346, 0.563284, -0.000001
0.761266, 0.564786, -0.000001
0.761266, 0.564786, -0.000001
0.755364, 0.566794, -0.000001
0.755364, 0.566794, -0.000001
0.747232, 0.561361, -0.000001
0.747232, 0.561361, -0.000001
0.741975, 0.561367, -0.000001
0.741975, 0.561367, -0.000001
0.725166, 0.558598, -0.000001
0.725166, 0.558598, -0.000001
0.716115, 0.555156, -0.000001
0.716115, 0.555156, -0.000001
0.698094, 0.550633, -0.000001
0.698094, 0.550633, -0.000001
0.698094, 0.550633, -0.000001
0.686386, 0.550403, -0.000001
0.671425, 0.545612, -0.000001
0.671425, 0.545612, -0.000001
0.652204, 0.539766, -0.000001
0.652204, 0.539766, -0.000001
0.639988, 0.531301, -0.000001
0.639988, 0.531301, -0.000001
0.627384, 0.535339, -0.000001
0.627384, 0.535339, -0.000001
0.613594, 0.531869, -0.000001
0.613594, 0.531869, -0.000001
0.613594, 0.531869, -0.000001
0.585632, 0.502784, -0.000001
0.586581, 0.504677, -0.000001
0.586581, 0.504677, -0.000001
0.574956, 0.512427, -0.000001
0.574956, 0.512427, -0.000001
0.573995, 0.532721, -0.000001
0.573995, 0.532721, -0.000001
0.525411, 0.516369, -0.000000
0.525411, 0.516369, -0.000000
0.525411, 0.516369, -0.000000
0.488444, 0.485909, -0.000001
0.488444, 0.485909, -0.000001
0.457546, 0.483837, -0.000001
0.440338, 0.473240, -0.000001
0.440338, 0.473240, -0.000001
0.429750, 0.462116, -0.000001
0.429750, 0.462116, -0.000001
0.383482, 0.461246, -0.000001
0.383482, 0.461246, -0.000001
0.375332, 0.471081, -0.000001
0.375332, 0.471081, -0.000001
0.375332, 0.471081, -0.000001
0.330781, 0.462289, -0.000001
0.330781, 0.462289, -0.000001
0.272885, 0.395585, -0.000001
0.249310, 0.406882, -0.000001
0.249310, 0.406882, -0.000001
0.260344, 0.392009, -0.000001
0.260344, 0.392009, -0.000001
0.232908, 0.346708, -0.000001
0.232908, 0.346708, -0.000001
0.234795, 0.347624, -0.000001
0.234795, 0.347624, -0.000001
0.234795, 0.347624, -0.000001
0.204446, 0.295532, -0.000001
0.204446, 0.295532, -0.000001
0.189954, 0.305296, -0.000000
0.189954, 0.305296, -0.000000
0.189954, 0.305296, -0.000000
0.209632, 0.315014, -0.000001
0.209632, 0.315014, -0.000001
0.192077, 0.285142, -0.000001
0.192077, 0.285142, -0.000001
0.197055, 0.306241, -0.000001
0.204009, 0.318735, -0.000001
0.204009, 0.318735, -0.000001
0.194787, 0.290412, -0.000001
0.194787, 0.290412, -0.000001
0.207444, 0.292263, -0.000001
0.207444, 0.292263, -0.000001
0.207444, 0.292263, -0.000001
0.177692, 0.288420, -0.000001
0.177692, 0.288420, -0.000001
0.179754, 0.291856, -0.000001
0.179754, 0.291856, -0.000001
0.173825, 0.290875, -0.000001
0.176354, 0.286390, -0.000001
0.176354, 0.286390, -0.000001
0.175979, 0.289349, -0.000001
0.175979, 0.289349, -0.000001
0.175979, 0.289349, -0.000001
0.180752, 0.292972, -0.000001
0.180752, 0.292972, -0.000001
0.182245, 0.284094, -0.000001
0.182245, 0.284094, -0.000001
0.183187, 0.295003, -0.000001
0.183187, 0.295003, -0.000001
0.179476, 0.290421, -0.000000
0.181337, 0.290471, -0.000001
0.181337, 0.290471, -0.000001
0.178824, 0.291795, -0.000001
0.178824, 0.291795, -0.000001
0.178824, 0.291795, -0.000001
0.182553, 0.295189, -0.000001
0.182553, 0.295189, -0.000001
0.175225, 0.280862, -0.000001
0.175225, 0.280862, -0.000001
0.187133, 0.294838, -0.000001
0.187133, 0.294838, -0.000001
0.177050, 0.292100, -0.000001
0.175152, 0.293023, -0.000001
0.175152, 0.293023, -0.000001
0.175152, 0.293023, -0.000001
0.178118, 0.285658, -0.000001
0.178118, 0.285658, -0.000001
0.174199, 0.295820, -0.000001
0.174199, 0.295820, -0.000001
0.211767, 0.332021, -0.000000
0.211767, 0.332021, -0.000000
0.203715, 0.314945, -0.000000
0.203715, 0.314945, -0.000000
0.189379, 0.317411, -0.000000
0.221549, 0.738073, 0.000000
0.221549, 0.738073, 0.000000
0.221549, 0.738073, 0.000000
0.181269, 0.311212, -0.000001
0.181269, 0.311212, -0.000001
0.197805, 0.319757, -0.000001
0.197805, 0.319757, -0.000001
0.210433, 0.348748, -0.000001
0.210433, 0.348748, -0.000001
0.209916, 0.345103, -0.000001
0.209916, 0.345103, -0.000001
0.230666, 0.366678, -0.000001
0.230666, 0.366678, -0.000001
0.258579, 0.379710, -0.000001
0.258579, 0.379710, -0.000001
0.307595, 0.430520, -0.000001
0.307595, 0.430520, -0.000001
0.347446, 0.459940, -0.000001
0.347446, 0.459940, -0.000001
0.350454, 0.459996, -0.000001
0.350454, 0.459996, -0.000001
0.359351, 0.455065, -0.000001
0.359351, 0.455065, -0.000001
0.369458, 0.451759, -0.000001
0.369458, 0.451759, -0.000001
0.386911, 0.458872, -0.000001
0.386911, 0.458872, -0.000001
0.400044, 0.465552, -0.000001
0.400044, 0.465552, -0.000001
0.403213, 0.470560, -0.000001
0.403213, 0.470560, -0.000001
0.401965, 0.465544, -0.000001
