0.877920, 0.481069, -0.077578
0.875385, 0.479985, -0.074151
0.874230, 0.477149, -0.078396
0.874230, 0.477149, -0.078396
0.873664, 0.469481, -0.083818
0.873664, 0.469481, -0.083818
0.874719, 0.474417, -0.079587
0.874719, 0.474417, -0.079587
0.874754, 0.473743, -0.081256
0.874754, 0.473743, -0.081256
0.876097, 0.470336, -0.087649
0.876097, 0.470336, -0.087649
0.872283, 0.463584, -0.080037
0.872283, 0.463584, -0.080037
0.872718, 0.468145, -0.081963
0.872718, 0.468145, -0.081963
0.871664, 0.466468, -0.080094
0.871664, 0.466468, -0.080094
0.870275, 0.465521, -0.079991
0.870275, 0.465521, -0.079991
0.875459, 0.472634, -0.083398
0.875459, 0.472634, -0.083398
0.876942, 0.471110, -0.086700
0.876942, 0.471110, -0.086700
0.875944, 0.472847, -0.084515
0.875944, 0.472847, -0.084515
0.873374, 0.471752, -0.084075
0.873374, 0.471752, -0.084075
0.868712, 0.475218, -0.075994
0.868712, 0.475218, -0.075994
0.863456, 0.466231, -0.077263
0.863456, 0.466231, -0.077263
0.855314, 0.469680, -0.079376
0.855314, 0.469680, -0.079376
0.849696, 0.469301, -0.077444
0.849696, 0.469301, -0.077444
0.845548, 0.472218, -0.079492
0.845548, 0.472218, -0.079492
0.840625, 0.474755, -0.081858
0.840625, 0.474755, -0.081858
0.834693, 0.471391, -0.080461
0.834693, 0.471391, -0.080461
0.828341, 0.468566, -0.076823
0.828341, 0.468566, -0.076823
0.819498, 0.468071, -0.076664
0.819498, 0.468071, -0.076664
0.809007, 0.463033, -0.077092
0.809007, 0.463033, -0.077092
0.798240, 0.462952, -0.078763
0.798240, 0.462952, -0.078763
0.788068, 0.462932, -0.074936
0.788068, 0.462932, -0.074936
0.774449, 0.458945, -0.072669
0.774449, 0.458945, -0.072669
0.765385, 0.467388, -0.071351
0.765385, 0.467388, -0.071351
0.765385, 0.467388, -0.071351
0.753088, 0.467804, -0.073689
0.734368, 0.462677, -0.076164
0.734368, 0.462677, -0.076164
0.718423, 0.454796, -0.080954
